symbol,entry_date,high_52wk,breakout_level,entry,sl,tp,quantity,position_value,risk_amount,volume_ratio,exit_date,exit_price,exit_reason,pnl_rupees,r_multiple,holding_days
JUBLINGREA,2024-10-03,799.9,801.5,818.25,799.9,854.95,122,99826.5,2238.7,4.9,2024-10-04,799.9,SL_HIT,-2238.7,-1.0,1
JUBLINGREA,2024-12-11,837.0,838.67,849.95,837.0,875.85,117,99444.15,1515.15,12.16,2024-12-12,837.0,SL_HIT,-1515.15,-1.0,1
JUBLPHARMA,2023-08-10,423.9,424.75,450.6,423.9,504.0,93,41905.8,2483.1,24.59,2023-08-25,446.8,TIME_EXIT,-353.4,-0.14,15
JUBLPHARMA,2023-12-15,492.4,493.38,509.95,492.4,545.05,142,72412.9,2492.1,7.68,2023-12-20,492.4,SL_HIT,-2492.1,-1.0,5
JUBLPHARMA,2024-01-01,550.8,551.9,580.15,550.8,638.85,85,49312.75,2494.75,3.2,2024-01-16,562.0,TIME_EXIT,-1542.75,-0.62,15
JUBLPHARMA,2024-04-04,627.45,628.7,636.9,627.45,655.8,157,99993.3,1483.65,13.24,2024-04-08,655.8,TP_HIT,2967.3,2.0,4
JUBLPHARMA,2024-04-16,666.25,667.58,671.8,666.25,682.9,148,99426.4,821.4,1.65,2024-04-18,682.9,TP_HIT,1642.8,2.0,2
JUBLPHARMA,2024-06-07,741.0,742.48,757.15,741.0,789.45,132,99943.8,2131.8,1.91,2024-06-10,741.0,SL_HIT,-2131.8,-1.0,3
JUBLPHARMA,2024-08-01,800.0,801.6,866.2,800.0,998.6,37,32049.4,2449.4,30.91,2024-08-16,853.9,TIME_EXIT,-455.1,-0.19,15
JUBLPHARMA,2024-09-09,969.9,971.84,1031.2,969.9,1153.8,40,41248.0,2452.0,16.32,2024-09-13,1153.8,TP_HIT,4904.0,2.0,4
JWL,2022-08-24,66.7,66.83,69.75,66.7,75.85,819,57125.25,2497.95,12.24,2022-08-25,66.7,SL_HIT,-2497.95,-1.0,1
JWL,2022-08-26,73.15,73.3,74.65,73.15,77.65,1339,99956.35,2008.5,4.96,2022-08-29,73.15,SL_HIT,-2008.5,-1.0,3
JWL,2022-09-07,82.5,82.67,83.45,82.5,85.35,1198,99973.1,1138.1,1.82,2022-09-08,82.5,SL_HIT,-1138.1,-1.0,1
JWL,2022-11-29,85.5,85.67,87.85,85.5,92.55,1063,93384.55,2498.05,1.82,2022-11-30,85.5,SL_HIT,-2498.05,-1.0,1
JWL,2022-12-06,89.45,89.63,92.2,89.45,97.7,909,83809.8,2499.75,1.59,2022-12-07,89.45,SL_HIT,-2499.75,-1.0,1
JWL,2023-01-04,101.1,101.3,103.55,101.1,108.45,965,99925.75,2364.25,2.43,2023-01-05,101.1,SL_HIT,-2364.25,-1.0,1
JWL,2023-01-20,107.9,108.12,109.2,107.9,111.8,915,99918.0,1189.5,1.73,2023-01-23,107.9,SL_HIT,-1189.5,-1.0,3
JWL,2023-01-30,116.0,116.23,117.4,116.0,120.2,851,99907.4,1191.4,1.79,2023-01-31,120.2,TP_HIT,2382.8,2.0,1
JWL,2023-05-26,128.3,128.56,133.5,128.3,143.9,480,64080.0,2496.0,1.92,2023-05-29,128.3,SL_HIT,-2496.0,-1.0,3
JWL,2023-06-14,139.5,139.78,141.9,139.5,146.7,704,99897.6,1689.6,2.11,2023-06-15,146.7,TP_HIT,3379.2,2.0,1
JWL,2023-06-20,154.4,154.71,155.75,154.4,158.45,642,99991.5,866.7,2.41,2023-06-21,154.4,SL_HIT,-866.7,-1.0,1
JWL,2023-06-27,161.65,161.97,172.65,161.65,194.65,227,39191.55,2497.0,3.6,2023-07-12,172.05,TIME_EXIT,-136.2,-0.05,15
JWL,2023-07-20,187.9,188.28,197.0,187.9,215.2,274,53978.0,2493.4,2.71,2023-07-25,215.2,TP_HIT,4986.8,2.0,5
JWL,2023-07-26,217.45,217.88,228.05,217.45,249.25,235,53591.75,2491.0,1.89,2023-07-28,217.45,SL_HIT,-2491.0,-1.0,2
JWL,2023-08-23,300.2,300.8,313.15,300.2,339.05,193,60437.95,2499.35,1.79,2023-08-25,339.05,TP_HIT,4998.7,2.0,2
JWL,2023-09-05,380.55,381.31,392.1,380.55,415.2,216,84693.6,2494.8,2.02,2023-09-07,380.55,SL_HIT,-2494.8,-1.0,2
JWL,2024-05-10,448.85,449.75,488.55,448.85,567.95,62,30290.1,2461.4,9.97,2024-05-27,567.95,TP_HIT,4922.8,2.0,17
JWL,2024-06-12,683.45,684.82,694.9,683.45,717.8,143,99370.7,1637.35,2.2,2024-06-13,717.8,TP_HIT,3274.7,2.0,1
KPRMILL,2023-06-20,649.5,650.8,669.15,649.5,708.45,127,84982.05,2495.55,3.3,2023-07-04,649.5,SL_HIT,-2495.55,-1.0,14
KPRMILL,2023-08-21,700.0,701.4,703.2,700.0,709.6,142,99854.4,454.4,5.0,2023-08-22,700.0,SL_HIT,-454.4,-1.0,1
KPRMILL,2023-08-29,745.2,746.69,749.8,745.2,759.0,133,99723.4,611.8,1.96,2023-08-30,745.2,SL_HIT,-611.8,-1.0,1
KPRMILL,2023-10-18,798.0,799.6,820.3,798.0,864.9,112,91873.6,2497.6,6.63,2023-10-23,798.0,SL_HIT,-2497.6,-1.0,5
KPRMILL,2023-11-21,843.65,845.34,855.65,843.65,879.65,116,99255.4,1392.0,3.97,2023-11-22,879.65,TP_HIT,2784.0,2.0,1
KPRMILL,2024-08-06,934.0,935.87,945.55,934.0,968.65,105,99282.75,1212.75,30.23,2024-08-07,934.0,SL_HIT,-1212.75,-1.0,1
KPRMILL,2024-12-13,1053.0,1055.11,1080.35,1053.0,1135.05,91,98311.85,2488.85,11.11,2024-12-16,1053.0,SL_HIT,-2488.85,-1.0,3
KPRMILL,2024-12-18,1122.3,1124.54,1128.5,1122.3,1140.9,88,99308.0,545.6,10.5,2024-12-19,1122.3,SL_HIT,-545.6,-1.0,1
KPRMILL,2025-05-09,1217.0,1219.43,1306.25,1217.0,1484.75,28,36575.0,2499.0,9.65,2025-05-12,1217.0,SL_HIT,-2499.0,-1.0,3
KEI,2022-09-07,1508.8,1511.82,1539.4,1508.8,1600.6,64,98521.6,1958.4,1.62,2022-09-12,1600.6,TP_HIT,3916.8,2.0,5
KEI,2022-10-25,1606.95,1610.16,1630.35,1606.95,1677.15,61,99451.35,1427.4,5.84,2022-10-28,1606.95,SL_HIT,-1427.4,-1.0,3
KEI,2023-04-26,1820.0,1823.64,1890.65,1820.0,2031.95,35,66172.75,2472.75,5.89,2023-05-04,1820.0,SL_HIT,-2472.75,-1.0,8
KEI,2023-06-14,2183.45,2187.82,2205.7,2183.45,2250.2,45,99256.5,1001.25,4.39,2023-06-15,2183.45,SL_HIT,-1001.25,-1.0,1
KEI,2023-07-19,2474.7,2479.65,2563.1,2474.7,2739.9,28,71766.8,2475.2,14.3,2023-07-26,2474.7,SL_HIT,-2475.2,-1.0,7
KEI,2023-11-21,2820.0,2825.64,2965.35,2820.0,3256.05,17,50410.95,2470.95,3.28,2023-11-22,2820.0,SL_HIT,-2470.95,-1.0,1
KEI,2023-12-07,2998.95,3004.95,3032.25,2998.95,3098.85,32,97032.0,1065.6,2.95,2023-12-08,2998.95,SL_HIT,-1065.6,-1.0,1
KEI,2023-12-28,3199.0,3205.4,3286.7,3199.0,3462.1,28,92027.6,2455.6,2.31,2024-01-01,3199.0,SL_HIT,-2455.6,-1.0,4
KEI,2024-04-08,3667.4,3674.73,3764.0,3667.4,3957.2,25,94100.0,2415.0,1.91,2024-04-09,3667.4,SL_HIT,-2415.0,-1.0,1
KEI,2024-04-12,3830.0,3837.66,3992.55,3830.0,4317.65,15,59888.25,2438.25,3.06,2024-04-15,3830.0,SL_HIT,-2438.25,-1.0,3
KEI,2024-05-16,4137.95,4146.23,4248.65,4137.95,4470.05,22,93470.3,2435.4,1.91,2024-05-21,4137.95,SL_HIT,-2435.4,-1.0,5
KEI,2024-06-10,4350.0,4358.7,4565.7,4350.0,4997.1,11,50222.7,2372.7,2.95,2024-06-14,4997.1,TP_HIT,4745.4,2.0,4
KEI,2026-03-02,5110.0,5120.22,5206.0,5110.0,5398.0,19,98914.0,1824.0,5.32,2026-03-04,5110.0,SL_HIT,-1824.0,-1.0,2
KEI,2026-06-17,5520.0,5531.04,5643.5,5520.0,5890.5,17,95939.5,2099.5,1.69,2026-06-19,5520.0,SL_HIT,-2099.5,-1.0,2
KPITTECH,2023-02-02,779.0,780.56,787.5,779.0,804.5,126,99225.0,1071.0,4.48,2023-02-03,779.0,SL_HIT,-1071.0,-1.0,1
KPITTECH,2023-02-10,830.0,831.66,855.45,830.0,906.35,98,83834.1,2494.1,2.13,2023-02-13,830.0,SL_HIT,-2494.1,-1.0,3
KPITTECH,2023-03-20,878.8,880.56,889.6,878.8,911.2,112,99635.2,1209.6,3.39,2023-03-21,878.8,SL_HIT,-1209.6,-1.0,1
KPITTECH,2023-05-24,954.9,956.81,979.65,954.9,1029.15,101,98944.65,2499.75,1.57,2023-05-31,1029.15,TP_HIT,4999.5,2.0,7
KPITTECH,2023-06-01,1073.8,1075.95,1100.3,1073.8,1153.3,90,99027.0,2385.0,2.52,2023-06-07,1153.3,TP_HIT,4770.0,2.0,6
KPITTECH,2023-10-11,1219.3,1221.74,1223.7,1219.3,1232.5,81,99119.7,356.4,3.47,2023-10-12,1219.3,SL_HIT,-356.4,-1.0,1
KPITTECH,2023-11-16,1424.0,1426.85,1479.95,1424.0,1591.85,44,65117.8,2461.8,1.74,2023-11-20,1591.85,TP_HIT,4923.6,2.0,4
KPITTECH,2024-02-06,1640.0,1643.28,1674.95,1640.0,1744.85,59,98822.05,2062.05,1.63,2024-02-12,1744.85,TP_HIT,4124.1,2.0,6
KPITTECH,2024-07-12,1774.1,1777.65,1865.55,1774.1,2048.45,27,50369.85,2469.15,5.07,2024-07-22,1774.1,SL_HIT,-2469.15,-1.0,10
KAJARIACER,2023-07-18,1350.0,1352.7,1353.5,1350.0,1360.5,73,98805.5,255.5,1.63,2023-07-19,1360.5,TP_HIT,511.0,2.0,1
KAJARIACER,2023-07-20,1422.9,1425.75,1463.5,1422.9,1544.7,61,89273.5,2476.6,2.2,2023-07-21,1422.9,SL_HIT,-2476.6,-1.0,1
KPIL,2022-11-07,481.7,482.66,497.0,481.7,527.6,163,81011.0,2493.9,1.89,2022-11-10,481.7,SL_HIT,-2493.9,-1.0,3
KPIL,2023-08-31,655.0,656.31,660.45,655.0,671.35,151,99727.95,822.95,1.6,2023-09-01,655.0,SL_HIT,-822.95,-1.0,1
KPIL,2023-10-16,689.9,691.28,699.75,689.9,719.45,142,99364.5,1398.7,6.9,2023-10-17,689.9,SL_HIT,-1398.7,-1.0,1
KPIL,2024-01-04,728.75,730.21,738.8,728.75,758.9,135,99738.0,1356.75,1.74,2024-01-08,758.9,TP_HIT,2713.5,2.0,4
KPIL,2024-01-31,771.0,772.54,795.3,771.0,843.9,102,81120.6,2478.6,1.51,2024-02-05,843.9,TP_HIT,4957.2,2.0,5
KPIL,2024-02-14,930.0,931.86,991.95,930.0,1115.85,40,39678.0,2478.0,15.05,2024-02-20,930.0,SL_HIT,-2478.0,-1.0,6
KPIL,2024-03-11,1072.0,1074.14,1107.45,1072.0,1178.35,70,77521.5,2481.5,7.36,2024-03-12,1072.0,SL_HIT,-2481.5,-1.0,1
KPIL,2024-04-30,1223.0,1225.45,1225.65,1223.0,1230.95,81,99277.65,214.65,6.91,2024-05-02,1223.0,SL_HIT,-214.65,-1.0,2
KPIL,2024-07-10,1342.6,1345.29,1345.5,1342.6,1351.3,74,99567.0,214.6,1.99,2024-07-11,1351.3,TP_HIT,429.2,2.0,1
KPIL,2026-06-16,1335.6,1338.27,1365.7,1335.6,1425.9,73,99696.1,2197.3,13.02,2026-06-22,1425.9,TP_HIT,4394.6,2.0,6
KALYANKJIL,2022-09-14,85.8,85.97,91.85,85.8,103.95,413,37934.05,2498.65,4.0,2022-09-26,85.8,SL_HIT,-2498.65,-1.0,12
KALYANKJIL,2022-10-18,105.4,105.61,107.7,105.4,112.3,928,99945.6,2134.4,1.52,2022-10-19,105.4,SL_HIT,-2134.4,-1.0,1
KALYANKJIL,2022-12-05,110.65,110.87,115.5,110.65,125.2,515,59482.5,2497.75,2.82,2022-12-07,110.65,SL_HIT,-2497.75,-1.0,2
KALYANKJIL,2022-12-12,116.4,116.63,119.0,116.4,124.2,840,99960.0,2184.0,2.18,2022-12-16,124.2,TP_HIT,4368.0,2.0,4
KALYANKJIL,2023-06-28,137.6,137.88,141.95,137.6,150.65,574,81479.3,2496.9,1.7,2023-07-03,150.65,TP_HIT,4993.8,2.0,5
KALYANKJIL,2023-07-07,154.9,155.21,162.55,154.9,177.85,326,52991.3,2493.9,4.11,2023-07-12,177.85,TP_HIT,4987.8,2.0,5
KALYANKJIL,2023-08-11,189.0,189.38,202.4,189.0,229.2,186,37646.4,2492.4,5.8,2023-08-28,220.6,TIME_EXIT,3385.2,1.36,17
KALYANKJIL,2023-08-31,234.45,234.92,251.8,234.45,286.5,144,36259.2,2498.4,2.17,2023-09-06,234.45,SL_HIT,-2498.4,-1.0,6
KALYANKJIL,2024-03-28,419.4,420.24,427.8,419.4,444.6,233,99677.4,1957.2,1.74,2024-04-01,444.6,TP_HIT,3914.4,2.0,4
KALYANKJIL,2024-06-21,449.7,450.6,453.0,449.7,459.6,220,99660.0,726.0,8.68,2024-06-24,449.7,SL_HIT,-726.0,-1.0,3
KALYANKJIL,2024-06-28,480.0,480.96,501.15,480.0,543.45,118,59135.7,2495.7,3.04,2024-07-15,513.35,TIME_EXIT,1439.6,0.58,17
KALYANKJIL,2024-07-23,546.0,547.09,552.75,546.0,566.25,180,99495.0,1215.0,2.97,2024-07-24,566.25,TP_HIT,2430.0,2.0,1
KALYANKJIL,2024-09-02,633.6,634.87,639.85,633.6,652.35,156,99816.6,975.0,1.73,2024-09-03,633.6,SL_HIT,-975.0,-1.0,1
KALYANKJIL,2024-09-13,694.7,696.09,716.05,694.7,758.75,117,83777.85,2497.95,3.77,2024-09-16,694.7,SL_HIT,-2497.95,-1.0,3
KALYANKJIL,2024-09-23,749.0,750.5,768.65,749.0,807.95,127,97618.55,2495.55,3.0,2024-09-26,749.0,SL_HIT,-2495.55,-1.0,3
KARURVYSYA,2022-08-25,55.0,55.11,55.75,55.0,57.25,1793,99959.75,1344.75,2.17,2022-08-26,57.25,TP_HIT,2689.5,2.0,1
KARURVYSYA,2022-09-05,60.0,60.12,61.05,60.0,63.15,1638,99999.9,1719.9,2.18,2022-09-06,60.0,SL_HIT,-1719.9,-1.0,1
KARURVYSYA,2022-09-14,65.4,65.53,69.4,65.4,77.4,625,43375.0,2500.0,2.35,2022-09-16,77.4,TP_HIT,5000.0,2.0,2
KARURVYSYA,2022-10-31,84.75,84.92,86.65,84.75,90.45,1154,99994.1,2192.6,2.89,2022-11-01,84.75,SL_HIT,-2192.6,-1.0,1
KARURVYSYA,2022-12-08,88.35,88.53,92.4,88.35,100.5,617,57010.8,2498.85,4.48,2022-12-12,88.35,SL_HIT,-2498.85,-1.0,4
KARURVYSYA,2023-06-15,97.9,98.1,99.3,97.9,102.1,1007,99995.1,1409.8,2.05,2023-06-16,102.1,TP_HIT,2819.6,2.0,1
KARURVYSYA,2023-10-17,119.65,119.89,120.05,119.65,120.85,832,99881.6,332.8,5.35,2023-10-18,120.85,TP_HIT,665.6,2.0,1
KARURVYSYA,2023-11-13,131.05,131.31,132.35,131.05,134.95,755,99924.25,981.5,1.6,2023-11-15,131.05,SL_HIT,-981.5,-1.0,2
KARURVYSYA,2023-12-11,134.0,134.27,136.55,134.0,141.65,732,99954.6,1866.6,5.79,2023-12-13,141.65,TP_HIT,3733.2,2.0,2
KARURVYSYA,2024-01-15,143.5,143.79,145.4,143.5,149.2,687,99889.8,1305.3,2.04,2024-01-16,143.5,SL_HIT,-1305.3,-1.0,1
KARURVYSYA,2024-01-23,147.45,147.74,152.2,147.45,161.7,526,80057.2,2498.5,11.29,2024-01-30,161.7,TP_HIT,4997.0,2.0,7
KARURVYSYA,2024-06-10,174.4,174.75,179.25,174.4,188.95,515,92313.75,2497.75,7.3,2024-06-11,174.4,SL_HIT,-2497.75,-1.0,1
KARURVYSYA,2024-07-26,183.25,183.62,185.45,183.25,189.85,539,99957.55,1185.8,3.82,2024-07-29,189.85,TP_HIT,2371.6,2.0,3
KARURVYSYA,2025-06-13,205.0,205.41,206.5,205.0,209.5,484,99946.0,726.0,1.87,2025-06-16,205.0,SL_HIT,-726.0,-1.0,3
KARURVYSYA,2025-06-27,211.25,211.67,214.1,211.25,219.8,467,99984.7,1330.95,2.15,2025-06-30,219.8,TP_HIT,2661.9,2.0,3
KARURVYSYA,2025-07-01,224.0,224.45,228.3,224.0,236.9,438,99995.4,1883.4,2.37,2025-07-02,224.0,SL_HIT,-1883.4,-1.0,1
KARURVYSYA,2025-10-20,232.2,232.66,241.31,232.2,259.53,274,66118.94,2496.14,5.08,2025-11-04,250.96,TIME_EXIT,2644.1,1.06,15
KARURVYSYA,2025-12-26,258.5,259.02,262.81,258.5,271.43,380,99867.8,1637.8,10.6,2025-12-29,258.5,SL_HIT,-1637.8,-1.0,3
KARURVYSYA,2026-01-27,280.45,281.01,292.55,280.45,316.75,206,60265.3,2492.6,15.45,2026-02-03,316.75,TP_HIT,4985.2,2.0,7
KARURVYSYA,2026-02-24,329.0,329.66,336.05,329.0,350.15,297,99806.85,2093.85,1.93,2026-02-27,329.0,SL_HIT,-2093.85,-1.0,3
KAYNES,2024-03-04,3080.0,3086.16,3104.25,3080.0,3152.75,32,99336.0,776.0,1.89,2024-03-05,3152.75,TP_HIT,1552.0,2.0,1
KAYNES,2024-07-05,4108.0,4116.22,4238.8,4108.0,4500.4,19,80537.2,2485.2,3.15,2024-07-08,4500.4,TP_HIT,4970.4,2.0,3
KAYNES,2024-07-29,4574.15,4583.3,4594.15,4574.15,4634.15,21,96477.15,420.0,5.45,2024-07-30,4574.15,SL_HIT,-420.0,-1.0,1
KAYNES,2024-08-14,4740.0,4749.48,4868.8,4740.0,5126.4,19,92507.2,2447.2,3.64,2024-08-16,4740.0,SL_HIT,-2447.2,-1.0,2
KAYNES,2024-12-02,6145.0,6157.29,6319.05,6145.0,6667.15,14,88466.7,2436.7,1.86,2024-12-04,6145.0,SL_HIT,-2436.7,-1.0,2
KAYNES,2024-12-12,6524.2,6537.25,6597.15,6524.2,6743.05,15,98957.25,1094.25,1.96,2024-12-13,6524.2,SL_HIT,-1094.25,-1.0,1
KAYNES,2024-12-16,6795.55,6809.14,7119.75,6795.55,7768.15,7,49838.25,2269.4,3.15,2024-12-19,7768.15,TP_HIT,4538.8,2.0,3
KEC,2023-05-10,525.95,527.0,552.3,525.95,605.0,94,51916.2,2476.9,4.9,2023-05-12,525.95,SL_HIT,-2476.9,-1.0,2
KEC,2023-07-06,586.15,587.32,597.55,586.15,620.35,167,99790.85,1903.8,2.75,2023-07-10,586.15,SL_HIT,-1903.8,-1.0,4
KEC,2023-07-26,657.1,658.41,674.5,657.1,709.3,143,96453.5,2488.2,2.43,2023-07-27,657.1,SL_HIT,-2488.2,-1.0,1
KEC,2024-06-13,840.0,841.68,868.6,840.0,925.8,87,75568.2,2488.2,2.58,2024-06-14,925.8,TP_HIT,4976.4,2.0,1
KEC,2024-09-05,969.0,970.94,987.75,969.0,1025.25,101,99762.75,1893.75,4.38,2024-09-06,1025.25,TP_HIT,3787.5,2.0,1
KEC,2024-12-04,1110.95,1113.17,1240.4,1110.95,1499.3,19,23567.6,2459.55,4.56,2024-12-19,1202.2,TIME_EXIT,-725.8,-0.3,15
KFINTECH,2024-02-23,701.0,702.4,703.05,701.0,707.15,142,99833.1,291.1,2.09,2024-02-26,707.15,TP_HIT,582.2,2.0,3
KFINTECH,2024-04-30,731.65,733.11,749.95,731.65,786.55,133,99743.35,2433.9,5.4,2024-05-02,786.55,TP_HIT,4867.8,2.0,2
KFINTECH,2024-07-31,843.95,845.64,874.7,843.95,936.2,81,70850.7,2490.75,8.24,2024-08-05,843.95,SL_HIT,-2490.75,-1.0,5
KFINTECH,2024-08-08,898.0,899.8,909.0,898.0,931.0,110,99990.0,1210.0,3.17,2024-08-09,931.0,TP_HIT,2420.0,2.0,1
KFINTECH,2024-08-27,1090.8,1092.98,1148.0,1090.8,1262.4,43,49364.0,2459.6,5.89,2024-08-28,1090.8,SL_HIT,-2459.6,-1.0,1
KFINTECH,2024-12-03,1196.9,1199.29,1216.1,1196.9,1254.5,82,99720.2,1574.4,1.98,2024-12-04,1196.9,SL_HIT,-1574.4,-1.0,1
KFINTECH,2024-12-05,1243.15,1245.64,1256.35,1243.15,1282.75,79,99251.65,1042.8,5.52,2024-12-06,1243.15,SL_HIT,-1042.8,-1.0,1
KFINTECH,2024-12-18,1313.7,1316.33,1328.7,1313.7,1358.7,75,99652.5,1125.0,4.37,2024-12-19,1313.7,SL_HIT,-1125.0,-1.0,1
KFINTECH,2024-12-26,1524.7,1527.75,1592.2,1524.7,1727.2,37,58911.4,2497.5,3.31,2024-12-27,1524.7,SL_HIT,-2497.5,-1.0,1
KIRLOSENG,2022-09-08,244.2,244.69,261.05,244.2,294.75,148,38635.4,2493.8,1.75,2022-09-14,244.2,SL_HIT,-2493.8,-1.0,6
KIRLOSENG,2022-10-12,273.0,273.55,283.95,273.0,305.85,228,64740.6,2496.6,3.81,2022-10-14,273.0,SL_HIT,-2496.6,-1.0,2
KIRLOSENG,2022-11-07,291.3,291.88,298.8,291.3,313.8,333,99500.4,2497.5,2.56,2022-11-09,291.3,SL_HIT,-2497.5,-1.0,2
KIRLOSENG,2022-11-16,308.85,309.47,321.9,308.85,348.0,191,61482.9,2492.55,5.65,2022-11-18,348.0,TP_HIT,4985.1,2.0,2
KIRLOSENG,2023-03-08,372.0,372.74,390.05,372.0,426.15,138,53826.9,2490.9,27.68,2023-03-10,372.0,SL_HIT,-2490.9,-1.0,2
KIRLOSENG,2023-07-31,449.35,450.25,450.8,449.35,453.7,221,99626.8,320.45,7.22,2023-08-01,449.35,SL_HIT,-320.45,-1.0,1
KIRLOSENG,2023-08-14,493.0,493.99,499.05,493.0,511.15,200,99810.0,1210.0,3.35,2023-08-16,493.0,SL_HIT,-1210.0,-1.0,2
KIRLOSENG,2023-11-30,577.55,578.71,597.65,577.55,637.85,124,74108.6,2492.4,3.56,2023-12-05,577.55,SL_HIT,-2492.4,-1.0,5
KIRLOSENG,2023-12-22,657.35,658.66,659.35,657.35,663.35,151,99561.85,302.0,1.56,2023-12-26,657.35,SL_HIT,-302.0,-1.0,4
KIRLOSENG,2024-01-11,687.25,688.62,700.15,687.25,725.95,142,99421.3,1831.8,1.53,2024-01-15,687.25,SL_HIT,-1831.8,-1.0,4
KIRLOSENG,2024-02-08,771.0,772.54,824.35,771.0,931.05,46,37920.1,2454.1,3.39,2024-02-12,771.0,SL_HIT,-2454.1,-1.0,4
KIRLOSENG,2024-02-19,898.0,899.8,905.25,898.0,919.75,110,99577.5,797.5,1.51,2024-02-20,898.0,SL_HIT,-797.5,-1.0,1
KIRLOSENG,2024-04-26,969.85,971.79,1018.3,969.85,1115.2,51,51933.3,2470.95,3.63,2024-05-09,1115.2,TP_HIT,4941.9,2.0,13
KIRLOSENG,2024-05-16,1201.0,1203.4,1204.15,1201.0,1210.45,83,99944.45,261.45,1.52,2024-05-17,1210.45,TP_HIT,522.9,2.0,1
KIRLOSENG,2025-12-16,1194.95,1197.34,1227.1,1194.95,1291.4,77,94486.7,2475.55,9.73,2025-12-18,1291.4,TP_HIT,4951.1,2.0,2
KIRLOSENG,2025-12-22,1303.3,1305.91,1311.9,1303.3,1329.1,76,99704.4,653.6,1.96,2025-12-23,1303.3,SL_HIT,-653.6,-1.0,1
KIRLOSENG,2026-03-06,1475.5,1478.45,1510.5,1475.5,1580.5,66,99693.0,2310.0,1.77,2026-03-09,1475.5,SL_HIT,-2310.0,-1.0,3
KIRLOSENG,2026-04-15,1530.0,1533.06,1597.0,1530.0,1731.0,37,59089.0,2479.0,4.36,2026-04-28,1731.0,TP_HIT,4958.0,2.0,13
KIRLOSENG,2026-05-29,1836.0,1839.67,1928.0,1836.0,2112.0,27,52056.0,2484.0,2.55,2026-06-08,1836.0,SL_HIT,-2484.0,-1.0,10
KOTAKBANK,2023-05-31,399.5,400.3,402.9,399.5,409.7,248,99919.2,843.2,21.53,2023-06-01,399.5,SL_HIT,-843.2,-1.0,1
KOTAKBANK,2025-03-21,410.2,411.02,415.8,410.2,427.0,240,99792.0,1344.0,4.67,2025-03-24,427.0,TP_HIT,2688.0,2.0,3
KIMS,2022-11-15,317.8,318.44,322.05,317.8,330.55,310,99835.5,1317.5,10.17,2022-11-16,317.8,SL_HIT,-1317.5,-1.0,1
KIMS,2023-06-19,338.0,338.68,340.05,338.0,344.15,294,99974.7,602.7,2.73,2023-06-20,344.15,TP_HIT,1205.4,2.0,1
KIMS,2023-07-14,380.95,381.71,384.5,380.95,391.6,260,99970.0,923.0,3.15,2023-07-17,380.95,SL_HIT,-923.0,-1.0,3
KIMS,2023-07-25,388.95,389.73,394.75,388.95,406.35,253,99871.75,1467.4,1.88,2023-07-26,388.95,SL_HIT,-1467.4,-1.0,1
KIMS,2024-02-15,446.0,446.89,447.55,446.0,450.65,223,99803.65,345.65,2.38,2024-02-16,450.65,TP_HIT,691.3,2.0,1
KIMS,2024-09-12,541.0,542.08,547.2,541.0,559.6,182,99590.4,1128.4,7.9,2024-09-13,559.6,TP_HIT,2256.8,2.0,1
KIMS,2025-01-08,654.3,655.61,660.9,654.3,674.1,151,99795.9,996.6,2.58,2025-01-09,654.3,SL_HIT,-996.6,-1.0,1
KIMS,2025-04-22,674.3,675.65,683.6,674.3,702.2,146,99805.6,1357.8,2.64,2025-04-24,674.3,SL_HIT,-1357.8,-1.0,2
KIMS,2025-07-16,721.7,723.14,742.95,721.7,785.45,117,86925.15,2486.25,2.35,2025-07-24,785.45,TP_HIT,4972.5,2.0,8
KIMS,2026-06-08,798.4,800.0,801.2,798.4,806.8,124,99348.8,347.2,2.82,2026-06-09,798.4,SL_HIT,-347.2,-1.0,1
LTF,2022-12-05,92.25,92.43,93.3,92.25,95.4,1071,99924.3,1124.55,2.29,2022-12-07,92.25,SL_HIT,-1124.55,-1.0,2
LTF,2023-06-15,112.75,112.98,117.5,112.75,127.0,526,61805.0,2498.5,4.94,2023-06-30,127.0,TP_HIT,4997.0,2.0,15
LTF,2023-07-03,128.2,128.46,137.35,128.2,155.65,273,37496.55,2497.95,4.36,2023-07-07,128.2,SL_HIT,-2497.95,-1.0,4
LTF,2023-11-15,145.0,145.29,150.45,145.0,161.35,458,68906.1,2496.1,1.67,2023-11-17,145.0,SL_HIT,-2496.1,-1.0,2
LTF,2023-12-14,157.65,157.97,159.35,157.65,162.75,627,99912.45,1065.9,2.32,2023-12-20,157.65,SL_HIT,-1065.9,-1.0,6
LTF,2023-12-29,163.0,163.33,165.05,163.0,169.15,605,99855.25,1240.25,1.74,2024-01-01,163.0,SL_HIT,-1240.25,-1.0,3
LTF,2024-06-14,179.18,179.54,181.87,179.18,187.25,549,99846.63,1476.81,4.75,2024-06-18,179.18,SL_HIT,-1476.81,-1.0,4
LTF,2024-07-01,187.8,188.18,190.1,187.8,194.7,526,99992.6,1209.8,1.65,2024-07-02,187.8,SL_HIT,-1209.8,-1.0,1
LTF,2025-06-24,197.1,197.49,200.06,197.1,205.98,499,99829.94,1477.04,2.39,2025-06-26,205.98,TP_HIT,2954.08,2.0,2
LTF,2025-07-23,212.85,213.28,213.51,212.85,214.83,468,99922.68,308.88,1.87,2025-07-24,212.85,SL_HIT,-308.88,-1.0,1
